id;genres;keywords;original_title;runtime;vote_average;vote_count;director
211954;Comedy Drama;bachelor vespa;No se Aceptan Devoluciones;115.0;7.5;205;Eugenio Derbez
82990;Horror;garage poltergeist webcam imaginary friend bathtub;Paranormal Activity 4;95.0;5.2;563;Henry Joost
29912;Drama;crucifixion ancient rome;The Robe;135.0;6.4;42;Henry Koster
11843;Comedy;robbery diamant c\u00f4te d'azur inspector panther;The Return of the Pink Panther;113.0;6.7;137;Blake Edwards
11284;Horror Thriller Comedy;amnesia nightmare alternate dimension psychologist memory loss;Freddy's Dead: The Final Nightmare;89.0;5.1;272;Rachel Talalay
504;Crime Drama;female nudity prostitute rape sexual abuse desperation;Monster;110.0;7.0;485;Patty Jenkins
173;Adventure Drama Science_Fiction;diving ocean submarine jules verne captain;20,000 Leagues Under the Sea;127.0;6.8;157;Richard Fleischer
227348;Horror Thriller;supernatural demon found footage;Paranormal Activity: The Marked Ones;84.0;5.2;449;Christopher B. Landon
1955;Drama History;exploitation biography hospital curiosity sideshow;The Elephant Man;124.0;7.9;719;David Lynch
152532;Drama History;women aids biography based on true story hiv;Dallas Buyers Club;117.0;7.9;2886;Jean-Marc Vall\u00e9e
243940;Thriller Horror;terror experiment afterlife paranormal violence;The Lazarus Effect;83.0;5.1;505;David Gelb
77;Mystery Thriller;individual insulin tattoo waitress amnesia;Memento;113.0;8.1;4028;Christopher Nolan
157547;Horror;hallucination supernatural mirror skepticism ghost;Oculus;104.0;6.3;1050;Mike Flanagan
2295;Comedy;independent film aftercreditsstinger duringcreditsstinger;Clerks II;97.0;6.9;398;Kevin Smith
71;Drama Comedy Music;workers' quarter dancing class strike northern england scholarship;Billy Elliot;110.0;7.4;750;Stephen Daldry
147773;Comedy Drama;shyness beach bicycle conversation friendship;The Way Way Back;103.0;7.1;688;Nat Faxon
16096;Comedy;;House Party 2;94.0;4.7;21;Doug McHenry
24266;Family Drama Action Western Romance;regret river horse ranch australia;The Man from Snowy River;104.0;6.8;37;George T. Miller
16508;Animation Family Comedy;journalism dance daydream friendship pollution;Doug's 1st Movie;77.0;5.4;22;Maurice Joyce
2895;Drama;christianity coma jealousy radio station texas;The Apostle;134.0;6.1;38;Robert Duvall
15660;Drama;ax biography sociopath lawyer mansion;Mommie Dearest;129.0;6.5;54;Frank Perry
59968;Comedy Drama;brother sister relationship sister sister relationship family clan idealist duringcreditsstinger;Our Idiot Brother;90.0;5.9;365;Jesse Peretz
323677;Action Drama;olympic games biography sport historical figure nazi germany;Race;134.0;7.1;478;Stephen Hopkins
19848;Drama;strip club stripper dominatrix cat fight;The Players Club;104.0;6.4;14;Ice Cube
256274;Horror Thriller;paris treasure catacombs scientist singing in a car;As Above, So Below;93.0;6.1;766;John Erick Dowdle
235271;Drama Thriller;infidelity obsession lie sin interracial relationship;Addicted;105.0;5.4;63;Bille Woodruff
45153;Drama;sister sister relationship menstruation superstition independent film curse;Eve's Bayou;109.0;6.1;27;Kasi Lemmons
284293;Drama;mother professor illness;Still Alice;99.0;7.5;1104;Richard Glatzer
24973;History Drama;egypt;The Egyptian;139.0;6.0;11;Michael Curtiz
21610;Action Crime Thriller;;Nighthawks;99.0;6.4;86;Bruce Malmuth
10283;Horror Thriller;new york boat mask psychopath high school;Friday the 13th Part VIII: Jason Takes Manhattan;100.0;4.8;191;Rob Hedden
8346;Comedy Drama Romance;usa parents kids relationship greece culture clash midlife crisis;My Big Fat Greek Wedding;95.0;6.2;671;Joel Zwick
122081;Drama Crime;female nudity sex florida drug dealer nudity;Spring Breakers;94.0;5.0;1551;Harmony Korine
10987;Horror Thriller;mass murder nudity halloween attempt to escape cult;Halloween: The Curse of Michael Myers;88.0;5.0;170;Joe Chappelle
1391;Drama Romance;mexico sex beach group sex male friendship;Y tu mamá también;106.0;7.3;315;Alfonso Cuar\u00f3n
747;Horror Comedy;record collection flower cheese pub surrey;Shaun of the Dead;99.0;7.5;2420;Edgar Wright
14745;Drama Horror;;The Haunting of Molly Hartley;82.0;4.3;48;Mickey Liddell
26748;Drama Mystery Romance;sheriff family secrets neo-western dark secrets;Lone Star;135.0;6.9;77;John Sayles
11357;Horror Thriller;sheriff scissors ambulance halloween twist;Halloween 4: The Return of Michael Myers;88.0;5.9;209;Dwight H. Little
24913;Horror Mystery;island party murder teen movie slasher;April Fool's Day;89.0;5.8;73;Fred Walton
13776;Comedy Drama;diner baltimore maryland fake accident gambling debt twenty something;Diner;110.0;6.9;83;Barry Levinson
14854;Action Crime Drama Romance Thriller;martial arts kung fu texas fbi wheelchair;Lone Wolf McQuade;107.0;5.5;67;Steve Carver
50357;Horror Thriller Science_Fiction;moon nasa infection barbecue moon landing;Apollo 18;86.0;5.0;356;Gonzalo L\u00f3pez-Gallego
13090;Comedy Drama;suicide single parent sister sister relationship cleaning lady new mexico;Sunshine Cleaning;102.0;6.5;255;Christine Jeffs
192141;Action Thriller;hotel revolution race against time engineer coup;No Escape;103.0;6.7;777;John Erick Dowdle
16441;Action Fantasy;sword fight animal;The Beastmaster;118.0;6.0;97;Don Coscarelli
29996;Drama History Romance War;israel egypt religion and supernatural epic;Solomon and Sheba;139.0;5.4;8;King Vidor
351819;Romance Comedy;sex black parody spoof millionaire;Fifty Shades of Black;92.0;4.3;331;Michael Tiddes
14834;Drama Romance;;Not Easily Broken;99.0;6.3;9;Bill Duke
22649;Drama Romance War;italy nurse love letter officer priest;A Farewell to Arms;89.0;6.2;28;Frank Borzage
378200;Comedy Romance;bet match playboy fear of commitment best friend;The Perfect Match;96.0;5.2;42;Bille Woodruff
20455;Fantasy Animation Science_Fiction Family;video game monster loss of energy egg computer;Digimon: The Movie;82.0;6.2;72;Mamoru Hosoda
13193;Comedy Drama;christianity gay coming out independent film coming of age;Saved!;92.0;6.3;147;Brian Dannelly
11042;Comedy Crime Drama;father son relationship socialism yuppie professor dying and death;Les Invasions barbares;99.0;6.7;77;Denys Arcand
10786;Action Adventure Drama Romance;england crusade robin hood king richard;Robin and Marian;106.0;6.6;50;Richard Lester
12484;Action Adventure Horror Thriller;vampire full moon poster hitchhiker homoeroticism;The Forsaken;90.0;4.9;47;J.S. Cardone
17339;Action Adventure War Thriller;gun traitor nazis bridge major;Force 10 from Navarone;118.0;6.4;91;Guy Hamilton
11959;Comedy;loser tv station game show tv star music video;UHF;97.0;6.7;89;Jay Levey
9900;Comedy;video game grandmother grandson relationship man child stoner game tester;Grandma's Boy;94.0;6.6;220;Nicholaus Goossen
14662;Comedy Drama;sex independent film moving beverly hills woman director;Slums of Beverly Hills;91.0;6.5;44;Tamara Jenkins
335;Western;showdown bounty bounty hunter loss of brother sadness;C'era una volta il West;175.0;8.1;1128;Sergio Leone
15745;Action Comedy Thriller;;Made;94.0;6.3;55;Jon Favreau
17431;Science_Fiction Drama;moon artificial intelligence clone isolation future;Moon;97.0;7.6;1794;Duncan Jones
21014;Comedy;bar mitvah party independent film;Keeping Up with the Steins;90.0;5.2;18;Scott Marshall
78394;Documentary;prehistoric dinosaur imax underwater scene 3d;Sea Rex 3D: Journey to a Prehistoric World;41.0;5.9;11;Ronan Chapalain
10217;Drama;canada suffering village paralysis independent film;The Sweet Hereafter;112.0;6.8;103;Atom Egoyan
46332;Drama History;monk sunrise medicine hostage evacuation;Des hommes et des dieux;120.0;6.5;91;Xavier Beauvois
13996;Comedy Drama;wine garden wine winzer;Bottle Shock;110.0;6.6;60;Randall Miller
3028;Comedy Horror Science_Fiction;double life musical jekyll and hyde;Jekyll and Hyde ... Together Again;87.0;4.6;5;Jerry Belson
1024;Drama Fantasy;mother sex secret obsession literature;Heavenly Creatures;99.0;7.0;294;Peter Jackson
343795;Drama;hospital church;90 Minutes in Heaven;121.0;5.4;40;Michael Polish
45658;Comedy Drama Romance;alcohol arizona beer playboy independent film;Everything Must Go;97.0;6.0;208;Dan Rush
16148;Comedy Crime Mystery Thriller;detective blackmail independent film;Zero Effect;116.0;6.0;55;Jake Kasdan
36351;Drama Crime;suicide drug dealer redemption addict existentialism;Light Sleeper;103.0;5.7;15;Paul Schrader
245916;Thriller Crime Drama Mystery;biography;Kill the Messenger;112.0;6.6;355;Michael Cuesta
27585;Drama;loss of son trauma toy marriage grief;Rabbit Hole;91.0;6.9;165;John Cameron Mitchell
1415;Comedy Drama Crime;new york hotel based on novel birthday bath;Party Monster;98.0;5.9;58;Fenton Bailey
313922;Horror Crime Thriller;skinhead heroin music cover-up murder;Green Room;95.0;6.7;683;Jeremy Saulnier
14474;Comedy Drama Romance;sex adultery depression infidelity nightclub;The Oh in Ohio;88.0;5.8;27;Billy Kent
199933;Drama Science_Fiction Mystery;trilogy ayn rand;Atlas Shrugged Part III: Who is John Galt?;99.0;3.9;15;James Manera
13685;Comedy Crime Drama;brother brother relationship robbery burglar language barrier motel;Bottle Rocket;91.0;6.8;281;Wes Anderson
8744;Crime Drama Thriller;brother brother relationship bar gun hostage siege;Albino Alligator;97.0;5.6;45;Kevin Spacey
38428;Drama Foreign History;biography mahatma gandhi tragedy;Gandhi, My Father;136.0;6.0;2;Feroz Abbas Khan
8847;Documentary;prison prisoner jail guard prison cell bagdad;Standard Operating Procedure;117.0;6.6;14;Errol Morris
39269;Drama;punk independent film coming of age teenage girl alcoholic father;Out of the Blue;94.0;6.5;17;Dennis Hopper
46838;Comedy Horror;cabin chainsaw hillbilly body in chipper cut off jeans;Tucker and Dale vs Evil;89.0;7.3;847;Eli Craig
51384;Drama Romance;independent film;Lovely, Still;92.0;6.2;13;Nicholas Fackler
56930;Action Drama Romance;mountains engineer railroad ethics;Tycoon;128.0;6.6;4;Richard Wallace
41730;Comedy Drama;bomb fire fbi quarantine independent film;Desert Blue;90.0;5.5;9;Morgan J. Freeman
18442;Horror Science_Fiction Thriller;;Decoys;95.0;4.7;33;Matthew Hastings
298312;Horror Thriller;rap music pennsylvania brother sister relationship farm grandparents;The Visit;94.0;6.0;1360;M. Night Shyamalan
11600;Drama War;iraq iraq war;Redacted;90.0;6.2;37;Brian De Palma
71547;Romance Thriller;beach murder;Fascination;95.0;3.8;4;Klaus Menzel
57876;Horror Thriller Science_Fiction;found footage area 51;Area 51;91.0;4.2;151;Oren Peli
77495;Thriller;barcelona spain blackmail concierge caretaker stalking;Mientras duermes;107.0;7.0;202;Jaume Balaguer\u00f3
13849;Horror Comedy Crime Thriller;ransom hostage hostage drama;The Cottage;92.0;6.3;80;Paul Andrew Williams
14849;Drama Fantasy Comedy;suicide life and death coma afterlife;Dead Like Me: Life After Death;87.0;5.8;65;Stephen Herek
12486;Comedy Documentary;penguin balzen antarctic;Farce of the Penguins;80.0;3.2;13;Bob Saget
244403;Music Drama Comedy;father son relationship rock band grieving father;Rudderless;105.0;7.4;105;William H. Macy
340816;Romance Comedy;photographer surgeon orchestra doctor car accident;Christmas Eve;95.0;6.1;24;Mitch Davis
78814;TV Movie Crime Drama Thriller;;We Have Your Husband;89.0;5.0;3;Eric Bross
297596;Thriller Drama;cia retirement espionage terrorism;Dying of the Light;94.0;4.5;118;Paul Schrader
299552;Action Thriller War;gun oil secret service woman director mina;Born Of War;109.0;4.1;7;Vicky Jewson
11935;Drama Action Thriller Science_Fiction;helicopter nasa texas spacecraft beguilement;Capricorn One;123.0;6.4;131;Peter Hyams
113406;Comedy Drama;;Should've Been Romeo;0.0;0.0;0;Marcia Bennett
290825;Comedy Fantasy Horror Thriller;canada nazis sequel spin off ancient evil;Yoga Hosers;88.0;4.7;102;Kevin Smith
361159;Horror Action;louisiana navy seal zombie violence infected;Navy Seals vs. Zombies;97.0;3.5;36;Stanton Barrett
12555;Comedy Drama;expensive restaurant luxury adolf hitler prague sudetendeutsch;Obsluhoval jsem anglického krále;120.0;7.0;22;Ji\u0159\u00ed Menzel
31175;Drama Comedy;;Soul Kitchen;99.0;7.1;116;Fatih Akin
12498;Drama;independent film repair shop southern death threat story;Sling Blade;135.0;7.4;231;Billy Bob Thornton
77949;Horror Thriller;suicide england classroom investigation supernatural;The Awakening;107.0;6.3;458;Nick Murphy 
1690;Horror;bathroom sex amsterdam europe brothel;Hostel;94.0;5.7;887;Eli Roth
8435;Comedy Drama;adaptation film in a film;A Cock and Bull Story;94.0;6.2;43;Michael Winterbottom
64720;Thriller Drama;shelter end of the world sanity apocalypse;Take Shelter;120.0;7.1;471;Jeff Nichols
49365;Horror Thriller;small town boy murder maniac ghost;Lady in White;112.0;6.3;25;Frank LaLoggia
11404;Drama Comedy;auto autoritian education independent film teacher;Driving Lessons;98.0;6.3;47;Jeremy Brock
300706;Comedy;wife murder murder plot;Let's Kill Ward's Wife;81.0;5.5;76;Scott Foley
16337;Horror;hammer gore slasher chainsaw b horror;The Texas Chainsaw Massacre 2;101.0;5.9;139;Tobe Hooper
11577;Western;sheriff aging billy the kid lawlessness gun battle;Pat Garrett & Billy the Kid;106.0;7.2;65;Sam Peckinpah
77987;Drama Thriller Crime;bangkok suicidal arthouse neo-noir drug trafficker;Only God Forgives;90.0;5.6;862;Nicolas Winding Refn
40185;Drama Romance;;Camping Sauvage;80.0;4.8;4;Christophe Ali
68202;Comedy Romance;woman director;Without Men;83.0;4.6;8;Gabriela Tagliavini
8981;Drama Family;scotland father son relationship single parent loss of father violent father;Dear Frankie;105.0;7.0;46;Shona Auerbach
10914;Action Comedy Drama Western;indian territory horse ranch stetson urbanisierung;All Hat;89.0;1.0;1;Leonard Farlinger
50848;Drama Comedy Romance;female nudity political voting results;Le Nom des gens;100.0;7.3;93;Michel Leclerc
166624;Drama Comedy;fish boy parenting first love troubled childhood;Treading Water;92.0;5.6;6;Analeine Cal y Mayor
10822;Drama;mother sex adultery nudity scandal;Savage Grace;97.0;5.7;60;Tom Kalin
10844;Drama;new zealand gun rampage police independent film neighbor;Out of the Blue;103.0;5.9;18;Robert Sarkies
9336;Comedy Crime;trainer recruit shenanigan police academy;Police Academy;96.0;6.5;602;Hugh Wilson
5689;Romance Adventure Drama;sexual identity shipwreck lovers stranded marooned;The Blue Lagoon;104.0;5.8;408;Randal Kleiser
712;Comedy Drama Romance;upper class love at first sight wedding vows marriage proposal yuppie;Four Weddings and a Funeral;117.0;6.6;632;Mike Newell
13342;Comedy;sex based on novel nudity friendship high school;Fast Times at Ridgemont High;90.0;7.0;322;Amy Heckerling
10339;Adventure Drama;based on novel captain boat obsession shipwreck;Moby Dick;116.0;6.9;89;John Huston
1429;Crime Drama;prison prisoner dream drug dealer nightclub;25th Hour;135.0;7.2;629;Spike Lee
9303;Crime Drama Romance Thriller;prison women's prison suspense mafia lesbian;Bound;108.0;6.9;198;Lilly Wachowski
641;Crime Drama;drug addiction junkie heroin speed diet;Requiem for a Dream;102.0;7.9;2443;Darren Aronofsky
65749;Drama Foreign Romance;dancer tango musical love;Tango, no me dejes nunca;115.0;6.8;6;Carlos Saura
6106;Drama;civil war dictator journalist guerrilla loss of lover;Salvador;123.0;7.0;71;Oliver Stone
252680;Comedy;wife husband relationship stress children mother daughter relationship parenthood;Moms' Night Out;98.0;5.5;121;Jon Erwin
141;Fantasy Drama Mystery;parents kids relationship airplane time travel school presentation school performance;Donnie Darko;113.0;7.7;3452;Richard Kelly
66607;Action Comedy Foreign;;Salvando al Soldado Perez;105.0;6.1;18;Beto G\u00f3mez
17139;Drama Foreign History;law and ethics;Karakter;122.0;7.7;25;Mike van Diem
12079;Comedy Crime Drama;independent film speed freak junky cop boy toy porn magazine;Spun;101.0;6.6;132;Jonas \u00c5kerlund
39800;Comedy Drama;dark comedy independent film;Life During Wartime;97.0;6.3;30;Todd Solondz
4550;Drama Thriller;independent film;친절한 금자씨;115.0;7.4;356;Park Chan-wook
62116;Drama;royal court overbearing father harpsichord 18th century;Nannerl, la soeur de Mozart;120.0;6.2;13;Ren\u00e9 F\u00e9ret
9991;Comedy Drama;prison sport amateur soccer soccer coach;Mean Machine;99.0;6.0;157;Barry Skolnick
13807;Action Crime Thriller;;放‧逐;110.0;7.0;46;Johnnie To
68818;Adventure Action Western;robbery miner treachery sundance kid native peoples;Blackthorn;98.0;6.6;73;Mateo Gil
12093;Crime Drama;suicide sex sweden underground nightclub;Lilja 4-Ever;109.0;7.7;139;Lukas Moodysson
36419;Drama Horror Mystery Thriller;wheelchair nightmare funeral injection crying;After.Life;104.0;5.4;251;Agnieszka Wojtowicz-Vosloo
510;Drama;individual rebel self-destruction wheelchair lunatic asylum;One Flew Over the Cuckoo's Nest;133.0;8.2;2919;Milo\u0161 Forman
362105;Comedy Horror;;R.L. Stine's Monsterville: The Cabinet of Souls;85.0;6.9;35;Peter DeLuise
10970;Comedy;screenplay stuntman slapstick mime hollywood;Silent Movie;86.0;6.7;78;Mel Brooks
375290;Thriller Action Drama History;evacuation war based on true story iraq war;Airlift;126.0;7.3;57;Raja Menon
17663;Drama Family;based on novel brother sister relationship canada village love;Anne of Green Gables;199.0;8.2;68;Kevin Sullivan
270938;Adventure Action;yakuza marine fighting;Falcon Rising;103.0;5.5;71;Ernie Barbarash
116613;Action Drama Crime;british based on tv series;The Sweeney;112.0;5.7;109;Nick Love
11826;Crime Drama Thriller;spain sex nudity psychopath murder;Sexy Beast;89.0;7.0;217;Jonathan Glazer
29920;Drama Thriller Crime;consignment;Snabba Cash;124.0;6.5;63;Daniel Espinosa
1088;Drama Family;ocean loss of mother tradition loss of brother becoming an adult;Whale Rider;101.0;7.1;111;Niki Caro
34069;Thriller Mystery Science_Fiction;space colony space travel simulated reality  spaceship suspense;Cargo;120.0;5.9;140;Ivan Engler
10947;Comedy Drama Family Music TV Movie;becoming an adult musical music high school school performance;High School Musical;98.0;6.1;1000;Kenny Ortega
47452;Drama Romance Foreign;obsession love obsessive love actor;Love and Death on Long Island;93.0;6.9;11;Richard Kwietniowski
3040;Fantasy Action Thriller;witch subway fight airplane owl;Ночной дозор;114.0;6.3;210;Timur Bekmambetov
11386;Romance Crime Drama Thriller;transvestism gay hostage love of one's life northern ireland;The Crying Game;112.0;6.9;176;Neil Jordan
10246;Comedy;male nudity female nudity sex florida virgin;Porky's;94.0;6.1;183;Bob Clark
29426;Horror Science_Fiction;zombie;Survival of the Dead;90.0;4.6;116;George A. Romero
10331;Horror;brother sister relationship cemetery gun gas station loss of father;Night of the Living Dead;96.0;7.5;580;George A. Romero
153;Drama;upper class hotel room age difference commercial karaoke;Lost in Translation;102.0;7.3;1895;Sofia Coppola
703;Comedy Drama Romance;narration neurosis comedian job interview love;Annie Hall;93.0;7.8;1010;Woody Allen
27191;Action Drama Romance;circus travelling circus;The Greatest Show on Earth;152.0;6.6;50;Cecil B. DeMille
1365;Drama Romance;southern usa waitress parents kids relationship overweight child loss of child;Monster's Ball;111.0;6.5;250;Marc Forster
287424;Horror;post-apocalyptic dystopia zombie;Maggie;95.0;5.2;593;Henry Hobson
451;Drama Romance;individual prostitute alcohol casino love at first sight;Leaving Las Vegas;112.0;7.1;360;Mike Figgis
165864;Horror Comedy;witch marijuana succubus power company cannibalism;Hansel and Gretel Get Baked;86.0;4.8;67;Duane Journey
987;Romance Drama Comedy;chicago journalist newspaper marriage proposal stress;The Front Page;105.0;6.9;68;Billy Wilder
241251;Thriller;male nudity female nudity sex adultery infidelity;The Boy Next Door;91.0;4.1;1022;Rob Cohen
40494;Drama;circus trapeze artist;Trapeze;105.0;6.4;22;Carol Reed
39781;Comedy Drama;lesbian relationship lesbian dinner motorcycle argument;The Kids Are All Right;106.0;6.5;506;Lisa Cholodenko
8337;Action Horror Science_Fiction Thriller;dystopia social commentary alien invasion sunglasses brawl;They Live;94.0;7.1;550;John Carpenter
5925;Adventure Drama History Thriller War;based on novel optimism switzerland baseball famous score;The Great Escape;172.0;7.8;717;John Sturges
8357;Documentary;alternate dimension new age parallel world pseudoscience theology;What the #$*! Do We (K)now!?;109.0;5.8;34;William Arntz
146203;Horror Thriller;found footage;The Last Exorcism Part II;88.0;4.4;203;Ed Gass-Donnelly
85350;Drama;daily life family's daily life urban life growing up domestic abuse;Boyhood;164.0;7.5;1971;Richard Linklater
512;Comedy Mystery;upper class prostitute journalist drowning newspaper;Scoop;96.0;6.4;420;Woody Allen
13408;Action Comedy;sex fight music illegal drug black american stereotype;The Wash;93.0;5.3;26;DJ Pooh
47816;Action Comedy Romance;sport;3 Strikes;82.0;5.9;15;DJ Pooh
10744;Drama Romance;casino jinx bad luck;The Cooler;101.0;6.7;89;Wayne Kramer
11536;Drama Action Romance;decision reno mustang falling in love divorce;The Misfits;124.0;6.8;72;John Huston
9782;Drama Thriller;radio station radio presenter radio transmission independent film;The Night Listener;91.0;5.5;57;Patrick Stettner
18713;Comedy Crime;new york telephone joke gangster;The Jerky Boys;82.0;4.8;10;James Melkonian
6537;Horror Drama Thriller;schizophrenia suppressed past wife;El orfanato;105.0;7.1;633;Juan Antonio Bayona
184345;Comedy Horror;haunted house;A Haunted House 2;87.0;5.4;346;Michael Tiddes
1809;Comedy Drama Romance;love triangle independent film multiple storylines;The Rules of Attraction;110.0;6.3;168;Roger Avary
2370;Action Drama Mystery Thriller;new york cia cuba cold war suspense;Topaz;143.0;6.1;77;Alfred Hitchcock
9809;Comedy Crime;loss of father condom vulgar parole board alcohol abuse;Let's Go to Prison;84.0;5.5;69;Bob Odenkirk
5;Crime Comedy;hotel new year's eve witch bet hotel room;Four Rooms;98.0;6.5;530;Allison Anders
11013;Comedy Drama Romance;suicide clerk fetish sadomasochism lawyer;Secretary;104.0;6.7;376;Steven Shainberg
19153;Documentary;independent film;The Real Cancun;96.0;3.3;8;Rick de Oliveira
10132;Drama;anonymity radio presenter success dangerous radio transmission;Talk Radio;110.0;6.7;46;Oliver Stone
16448;Music Comedy;missouri independent film mechanic in the closet mockumentary;Waiting for Guffman;84.0;7.3;63;Christopher Guest
15122;Comedy Romance;behind the scenes spa planetarium art imitates life;Love Stinks;94.0;5.4;11;Jeff Franklin
8141;Comedy Crime Thriller Romance;new york san francisco alcoholism serial killer alcoholic;You Kill Me;90.0;6.2;80;John Dahl
1546;Comedy Drama;becoming an adult thumb first time hypnosis thumb sucking;Thumbsucker;96.0;6.1;67;Mike Mills
48572;Horror Action Thriller;christianity homophobia pastor protest christian;Red State;88.0;5.9;316;Kevin Smith
14517;Fantasy;fictional place dream fantasy;Mirrormask;101.0;6.6;102;Dave McKean
89708;Drama Documentary;eating around the world fast motion scene balance skyline;Samsara;102.0;8.0;167;Ron Fricke
27551;Fantasy Adventure;dragon barbarian;The Barbarians;87.0;5.1;8;Ruggero Deodato
64678;Drama Romance;philosophy mentor artist painting friendship;The Art of Getting By;83.0;6.5;415;Gavin Wiesen
309503;Thriller Drama;woman director;Zipper;103.0;5.5;58;Mora Stephens
14293;Comedy Drama Thriller;hustler independent film pool;Poolhall Junkies;99.0;6.5;25;Mars Callahan
15059;Drama;;The Loss of Sexual Innocence;106.0;5.2;9;Mike Figgis
103328;Drama Fantasy;limousine multiple identities wig penis talking car;Holy Motors;115.0;6.9;228;Leos Carax
157847;Drama;child abuse prostitute bar brothel snake;Joe;118.0;6.5;338;David Gordon Green
25719;Crime Comedy Romance;london england nightclub chase fraud liar;Shooting Fish;109.0;7.0;23;Stefan Schwartz
48309;Crime Drama Horror Thriller;prison prisoner revenge haunting electric chair;Prison;102.0;6.7;27;Renny Harlin
27723;Comedy;gay dancing detective confession beach;Psycho Beach Party;95.0;6.0;26;Robert Lee King
20468;Comedy Foreign;hairdresser hairstylist;The Big Tease;87.0;5.8;6;Kevin Allen
242575;Drama;germany mexican;Guten Tag, Ramón;119.0;8.1;18;Jorge Ram\u00edrez Su\u00e1rez
44945;Crime Drama Thriller;rape obsession lie job independent film;Trust;104.0;6.6;307;David Schwimmer
29122;Comedy Crime;toupee scalper;An Everlasting Piece;103.0;6.0;1;Barry Levinson
111190;Drama;lovers woman director;Adore;100.0;6.1;291;Anne Fontaine
133575;Drama Romance;;The Velocity of Gary;100.0;4.2;5;Dan Ireland
52015;Drama Horror Action Thriller Science_Fiction;male nudity canada vampire;Stake Land;98.0;6.2;285;Jim Mickle
34941;Drama;independent film;The Last Time I Committed Suicide;92.0;6.7;7;Stephen T. Kay
227975;Drama;germany gay portugal drowning nudity;Praia do Futuro;106.0;6.4;31;Karim A\u00efnouz
60422;Comedy Drama;;Another Happy Day;119.0;6.2;37;Sam Levinson
81390;Adventure Action Thriller Crime;terror scotland kidnapping nudity wilderness;A Lonely Place to Die;99.0;6.2;157;Julian Gilbey
10981;Comedy Fantasy Science_Fiction;loser bullying leere independent film best friend;Nothing;90.0;5.8;38;Vincenzo Natali
225235;Drama;alcohol adultery river camping province;Географ глобус пропил;120.0;7.3;23;Aleksandr Veledinskiy
14902;Drama Comedy History Music;usa congress musical;1776;142.0;7.1;20;Peter H. Hunt
121676;Thriller Romance;woman director;Inescapable;93.0;5.2;13;Ruba Nadda
257087;Horror;cult;The Veil;93.0;4.5;118;Phil Joanou
46420;Horror;killing high school female killer revenge prom;The Loved Ones;84.0;6.6;207;Sean Byrne
114635;Horror;;The Helpers;78.0;4.1;8;Chris Stokes
158150;Comedy Romance TV Movie;;How to Fall in Love;0.0;5.2;20;Mark Griffiths
251979;Romance Adventure Drama;biography christian romance;The Perfect Wave;113.0;4.4;21;Bruce MacDonald
874;Drama History;england pope beheading death penalty thomas more;A Man for All Seasons;120.0;7.5;89;Fred Zinnemann
10774;Drama;corruption sex adultery television profit;Network;121.0;7.7;381;Sidney Lumet
770;Drama Romance War;life and death civil war southern usa loss of child marriage proposal;Gone with the Wind;238.0;7.7;970;Victor Fleming
266102;Drama;dance ban from profession biography iran oppression;Desert Dancer;98.0;6.5;18;Richard Raymond
29715;War Western;mexico prisoners of war apache raid confederate;Major Dundee;123.0;6.2;38;Sam Peckinpah
25209;Action Comedy Music Romance Western;musical annie oakley sharpshooter;Annie Get Your Gun;107.0;7.3;22;George Sidney
29262;Drama;brazil desert 1910s;Casa de Areia;115.0;6.7;9;Andrucha Waddington
34769;Drama Action Comedy Crime;crime fighter delusion superhero;Defendor;101.0;6.5;195;Peter Stebbings
35032;Music Romance;musical pirate;The Pirate;102.0;6.6;17;Vincente Minnelli
5178;Drama Comedy Romance;san francisco homeless person bar suicide attempt heart attack;The Good Heart;95.0;6.0;21;Dagur K\u00e1ri
8618;Comedy Drama;gay becoming an adult education exam scholarship;The History Boys;109.0;6.6;66;Nicholas Hytner
3116;Drama;shower;Midnight Cowboy;113.0;7.4;299;John Schlesinger
9427;Comedy;suicide attempt striptease steel worker repossession male stripper;The Full Monty;91.0;6.8;363;Peter Cattaneo
813;Comedy;chicago alcohol cataclysm guitar medicine;Airplane!;88.0;7.1;1074;Jerry Zucker
352978;Thriller Adventure Action;brother brother relationship corruption revenge government conspiracy;Chain of Command;88.0;5.3;11;Kevin Carraway
10634;Comedy;rap music parents kids relationship rapper job;Friday;91.0;7.0;503;F. Gary Gray
9516;Drama Action Crime;black people drug dealer ghetto weapon delinquency;Menace II Society;97.0;7.2;173;Albert Hughes
16288;Horror;lake anthology revenge murder blob;Creepshow 2;92.0;5.9;129;Michael Gornick
23330;Action Comedy Western;prostitute homeless person stagecoach reverend way station;The Ballad of Cable Hogue;121.0;6.9;47;Sam Peckinpah
18900;Crime Drama;murder true crime farmer;In Cold Blood;134.0;7.4;82;Richard Brooks
27029;Drama;nurse missionary nun belgium sanitarium;The Nun's Story;149.0;7.4;46;Fred Zinnemann
26268;Action Drama Thriller Crime Mystery;private eye lew harper;Harper;121.0;6.2;35;Jack Smight
573;Crime Drama Mystery Thriller;london england rape police suspense serial killer;Frenzy;116.0;7.1;158;Alfred Hitchcock
310131;Mystery Horror;witch new england 17th century;The Witch;92.0;6.3;1434;Robert Eggers
40505;Action Comedy;;I Got the Hook Up;93.0;5.4;8;Michael Martin
11363;Comedy Romance;brother brother relationship taxi ex-girlfriend love of one's life bride;She's the One;96.0;5.7;70;Edward Burns
